departure_jd,arrival_jd,departure_year,arrival_year,tof_days,c3_depart_km2s2,v_inf_depart_km_s,v_inf_arrive_km_s,dv_total_km_s
2461201.500,2461401.500,2026.4381,2026.9856,200.0,44.819,6.695,6.570,9.829
2461201.500,2461411.500,2026.4381,2027.0130,210.0,31.430,5.606,5.457,8.428
2461201.500,2461421.500,2026.4381,2027.0404,220.0,21.881,4.678,4.497,7.345
2461201.500,2461431.500,2026.4381,2027.0678,230.0,15.383,3.922,3.705,6.555
2461201.500,2461441.500,2026.4381,2027.0951,240.0,11.321,3.365,3.109,6.035
2461201.500,2461451.500,2026.4381,2027.1225,250.0,9.214,3.035,2.749,5.756
2461201.500,2461461.500,2026.4381,2027.1499,260.0,8.679,2.946,2.650,5.684
2461201.500,2461471.500,2026.4381,2027.1773,270.0,9.413,3.068,2.785,5.783
2461201.500,2461481.500,2026.4381,2027.2047,280.0,11.171,3.342,3.085,6.015
2461201.500,2461491.500,2026.4381,2027.2320,290.0,13.755,3.709,3.479,6.349
2461201.500,2461501.500,2026.4381,2027.2594,300.0,17.005,4.124,3.918,6.757
2461201.500,2461511.500,2026.4381,2027.2868,310.0,20.791,4.560,4.375,7.215
2461201.500,2461521.500,2026.4381,2027.3142,320.0,25.005,5.001,4.832,7.708
2461201.500,2461531.500,2026.4381,2027.3415,330.0,29.561,5.437,5.283,8.222
2461201.500,2461541.500,2026.4381,2027.3689,340.0,34.386,5.864,5.721,8.748
2461201.500,2461551.500,2026.4381,2027.3963,350.0,39.419,6.278,6.145,9.278
2461201.500,2461561.500,2026.4381,2027.4237,360.0,44.610,6.679,6.554,9.808
2461201.500,2461571.500,2026.4381,2027.4511,370.0,49.920,7.065,6.947,10.334
2461201.500,2461581.500,2026.4381,2027.4784,380.0,55.314,7.437,7.325,10.853
2461201.500,2461591.500,2026.4381,2027.5058,390.0,60.763,7.795,7.688,11.363
2461201.500,2461601.500,2026.4381,2027.5332,400.0,66.243,8.139,8.037,11.862
2461201.500,2461611.500,2026.4381,2027.5606,410.0,71.734,8.470,8.371,12.351
2461201.500,2461621.500,2026.4381,2027.5880,420.0,77.222,8.788,8.693,12.828
2461201.500,2461631.500,2026.4381,2027.6153,430.0,82.690,9.093,9.002,13.293
2461201.500,2461641.500,2026.4381,2027.6427,440.0,88.130,9.388,9.299,13.746
2461201.500,2461651.500,2026.4381,2027.6701,450.0,93.530,9.671,9.585,14.187
2461221.500,2461301.500,2026.4928,2026.7118,80.0,1837.980,42.872,42.852,76.229
2461221.500,2461311.500,2026.4928,2026.7392,90.0,1317.547,36.298,36.275,63.366
2461221.500,2461321.500,2026.4928,2026.7666,100.0,960.732,30.996,30.969,53.072
2461221.500,2461331.500,2026.4928,2026.7940,110.0,708.861,26.624,26.593,44.671
2461221.500,2461341.500,2026.4928,2026.8214,120.0,527.017,22.957,22.921,37.712
2461221.500,2461351.500,2026.4928,2026.8487,130.0,393.426,19.835,19.793,31.882
2461221.500,2461361.500,2026.4928,2026.8761,140.0,293.999,17.146,17.098,26.962
2461221.500,2461371.500,2026.4928,2026.9035,150.0,219.287,14.808,14.752,22.788
2461221.500,2461381.500,2026.4928,2026.9309,160.0,163.032,12.768,12.688,19.244
2461221.500,2461391.500,2026.4928,2026.9582,170.0,119.957,10.953,10.877,16.234
2461221.500,2461401.500,2026.4928,2026.9856,180.0,87.517,9.355,9.267,13.696
2461221.500,2461411.500,2026.4928,2027.0130,190.0,63.067,7.941,7.837,11.574
2461221.500,2461421.500,2026.4928,2027.0404,200.0,44.818,6.695,6.570,9.829
2461221.500,2461431.500,2026.4928,2027.0678,210.0,31.430,5.606,5.457,8.428
2461221.500,2461441.500,2026.4928,2027.0951,220.0,21.880,4.678,4.497,7.345
2461221.500,2461451.500,2026.4928,2027.1225,230.0,15.382,3.922,3.705,6.555
2461221.500,2461461.500,2026.4928,2027.1499,240.0,11.321,3.365,3.109,6.035
2461221.500,2461471.500,2026.4928,2027.1773,250.0,9.214,3.035,2.749,5.756
2461221.500,2461481.500,2026.4928,2027.2047,260.0,8.679,2.946,2.650,5.684
2461221.500,2461491.500,2026.4928,2027.2320,270.0,9.413,3.068,2.785,5.783
2461221.500,2461501.500,2026.4928,2027.2594,280.0,11.171,3.342,3.085,6.015
2461221.500,2461511.500,2026.4928,2027.2868,290.0,13.755,3.709,3.479,6.349
2461221.500,2461521.500,2026.4928,2027.3142,300.0,17.005,4.124,3.918,6.757
2461221.500,2461531.500,2026.4928,2027.3415,310.0,20.791,4.560,4.375,7.215
2461221.500,2461541.500,2026.4928,2027.3689,320.0,25.006,5.001,4.832,7.708
2461221.500,2461551.500,2026.4928,2027.3963,330.0,29.561,5.437,5.283,8.222
2461221.500,2461561.500,2026.4928,2027.4237,340.0,34.386,5.864,5.721,8.748
2461221.500,2461571.500,2026.4928,2027.4511,350.0,39.419,6.278,6.145,9.279
2461221.500,2461581.500,2026.4928,2027.4784,360.0,44.611,6.679,6.554,9.808
2461221.500,2461591.500,2026.4928,2027.5058,370.0,49.921,7.065,6.947,10.334
2461221.500,2461601.500,2026.4928,2027.5332,380.0,55.314,7.437,7.325,10.853
2461221.500,2461611.500,2026.4928,2027.5606,390.0,60.763,7.795,7.688,11.363
2461221.500,2461621.500,2026.4928,2027.5880,400.0,66.243,8.139,8.037,11.862
2461221.500,2461631.500,2026.4928,2027.6153,410.0,71.735,8.470,8.371,12.351
2461221.500,2461641.500,2026.4928,2027.6427,420.0,77.222,8.788,8.693,12.828
2461221.500,2461651.500,2026.4928,2027.6701,430.0,82.691,9.093,9.002,13.293
2461221.500,2461661.500,2026.4928,2027.6975,440.0,88.130,9.388,9.299,13.746
2461221.500,2461671.500,2026.4928,2027.7248,450.0,93.530,9.671,9.585,14.187
2461241.500,2461321.500,2026.5476,2026.7666,80.0,1837.979,42.872,42.852,76.229
2461241.500,2461331.500,2026.5476,2026.7940,90.0,1317.545,36.298,36.275,63.365
2461241.500,2461341.500,2026.5476,2026.8214,100.0,960.731,30.996,30.969,53.072
2461241.500,2461351.500,2026.5476,2026.8487,110.0,708.860,26.624,26.593,44.671
2461241.500,2461361.500,2026.5476,2026.8761,120.0,527.015,22.957,22.921,37.712
2461241.500,2461371.500,2026.5476,2026.9035,130.0,393.426,19.835,19.793,31.882
2461241.500,2461381.500,2026.5476,2026.9309,140.0,293.991,17.146,17.098,26.962
2461241.500,2461391.500,2026.5476,2026.9582,150.0,219.273,14.808,14.752,22.788
2461241.500,2461401.500,2026.5476,2026.9856,160.0,162.779,12.758,12.694,19.242
2461241.500,2461411.500,2026.5476,2027.0130,170.0,119.897,10.950,10.879,16.234
2461241.500,2461421.500,2026.5476,2027.0404,180.0,87.654,9.362,9.262,13.697
2461241.500,2461431.500,2026.5476,2027.0678,190.0,63.067,7.941,7.837,11.574
2461241.500,2461441.500,2026.5476,2027.0951,200.0,44.819,6.695,6.570,9.829
2461241.500,2461451.500,2026.5476,2027.1225,210.0,31.429,5.606,5.457,8.428
2461241.500,2461461.500,2026.5476,2027.1499,220.0,21.881,4.678,4.497,7.345
2461241.500,2461471.500,2026.5476,2027.1773,230.0,15.383,3.922,3.705,6.555
2461241.500,2461481.500,2026.5476,2027.2047,240.0,11.321,3.365,3.109,6.035
2461241.500,2461491.500,2026.5476,2027.2320,250.0,9.214,3.035,2.749,5.756
2461241.500,2461501.500,2026.5476,2027.2594,260.0,8.679,2.946,2.650,5.684
2461241.500,2461511.500,2026.5476,2027.2868,270.0,9.413,3.068,2.785,5.783
2461241.500,2461521.500,2026.5476,2027.3142,280.0,11.171,3.342,3.085,6.015
2461241.500,2461531.500,2026.5476,2027.3415,290.0,13.754,3.709,3.479,6.349
2461241.500,2461541.500,2026.5476,2027.3689,300.0,17.005,4.124,3.918,6.757
2461241.500,2461551.500,2026.5476,2027.3963,310.0,20.791,4.560,4.375,7.215
2461241.500,2461561.500,2026.5476,2027.4237,320.0,25.006,5.001,4.832,7.708
2461241.500,2461571.500,2026.5476,2027.4511,330.0,29.562,5.437,5.283,8.222
2461241.500,2461581.500,2026.5476,2027.4784,340.0,34.386,5.864,5.721,8.748
2461241.500,2461591.500,2026.5476,2027.5058,350.0,39.419,6.278,6.145,9.279
2461241.500,2461601.500,2026.5476,2027.5332,360.0,44.611,6.679,6.554,9.808
2461241.500,2461611.500,2026.5476,2027.5606,370.0,49.921,7.065,6.947,10.334
2461241.500,2461621.500,2026.5476,2027.5880,380.0,55.314,7.437,7.325,10.853
2461241.500,2461631.500,2026.5476,2027.6153,390.0,60.763,7.795,7.688,11.363
2461241.500,2461641.500,2026.5476,2027.6427,400.0,66.243,8.139,8.037,11.862
2461241.500,2461651.500,2026.5476,2027.6701,410.0,71.735,8.470,8.372,12.351
2461241.500,2461661.500,2026.5476,2027.6975,420.0,77.222,8.788,8.693,12.828
2461241.500,2461671.500,2026.5476,2027.7248,430.0,82.691,9.093,9.002,13.293
2461241.500,2461681.500,2026.5476,2027.7522,440.0,88.130,9.388,9.299,13.746
2461241.500,2461691.500,2026.5476,2027.7796,450.0,93.531,9.671,9.585,14.187
2461261.500,2461341.500,2026.6023,2026.8214,80.0,1837.978,42.872,42.852,76.229
2461261.500,2461351.500,2026.6023,2026.8487,90.0,1317.544,36.298,36.275,63.365
2461261.500,2461361.500,2026.6023,2026.8761,100.0,960.730,30.996,30.969,53.072
2461261.500,2461371.500,2026.6023,2026.9035,110.0,708.859,26.624,26.593,44.671
2461261.500,2461381.500,2026.6023,2026.9309,120.0,527.015,22.957,22.921,37.712
2461261.500,2461391.500,2026.6023,2026.9582,130.0,393.426,19.835,19.793,31.882
2461261.500,2461401.500,2026.6023,2026.9856,140.0,293.991,17.146,17.098,26.962
2461261.500,2461411.500,2026.6023,2027.0130,150.0,219.273,14.808,14.752,22.788
2461261.500,2461421.500,2026.6023,2027.0404,160.0,162.788,12.759,12.694,19.242
2461261.500,2461431.500,2026.6023,2027.0678,170.0,119.961,10.953,10.877,16.234
2461261.500,2461441.500,2026.6023,2027.0951,180.0,87.517,9.355,9.267,13.696
2461261.500,2461451.500,2026.6023,2027.1225,190.0,63.160,7.947,7.833,11.575
2461261.500,2461461.500,2026.6023,2027.1499,200.0,44.843,6.696,6.569,9.829
2461261.500,2461471.500,2026.6023,2027.1773,210.0,31.436,5.607,5.456,8.428
2461261.500,2461481.500,2026.6023,2027.2047,220.0,21.880,4.678,4.497,7.345
2461261.500,2461491.500,2026.6023,2027.2320,230.0,15.384,3.922,3.705,6.555
2461261.500,2461501.500,2026.6023,2027.2594,240.0,11.321,3.365,3.109,6.035
2461261.500,2461511.500,2026.6023,2027.2868,250.0,9.215,3.036,2.749,5.756
2461261.500,2461521.500,2026.6023,2027.3142,260.0,8.679,2.946,2.650,5.684
2461261.500,2461531.500,2026.6023,2027.3415,270.0,9.413,3.068,2.785,5.783
2461261.500,2461541.500,2026.6023,2027.3689,280.0,11.171,3.342,3.085,6.015
2461261.500,2461551.500,2026.6023,2027.3963,290.0,13.755,3.709,3.479,6.349
2461261.500,2461561.500,2026.6023,2027.4237,300.0,17.005,4.124,3.918,6.757
2461261.500,2461571.500,2026.6023,2027.4511,310.0,20.791,4.560,4.375,7.216
2461261.500,2461581.500,2026.6023,2027.4784,320.0,25.006,5.001,4.832,7.708
2461261.500,2461591.500,2026.6023,2027.5058,330.0,29.562,5.437,5.283,8.222
2461261.500,2461601.500,2026.6023,2027.5332,340.0,34.386,5.864,5.721,8.748
2461261.500,2461611.500,2026.6023,2027.5606,350.0,39.419,6.278,6.145,9.279
2461261.500,2461621.500,2026.6023,2027.5880,360.0,44.611,6.679,6.554,9.808
2461261.500,2461631.500,2026.6023,2027.6153,370.0,49.921,7.065,6.947,10.334
2461261.500,2461641.500,2026.6023,2027.6427,380.0,55.315,7.437,7.325,10.853
2461261.500,2461651.500,2026.6023,2027.6701,390.0,60.763,7.795,7.688,11.363
2461261.500,2461661.500,2026.6023,2027.6975,400.0,66.243,8.139,8.037,11.862
2461261.500,2461671.500,2026.6023,2027.7248,410.0,71.735,8.470,8.372,12.351
2461261.500,2461681.500,2026.6023,2027.7522,420.0,77.222,8.788,8.693,12.828
2461261.500,2461691.500,2026.6023,2027.7796,430.0,82.691,9.093,9.002,13.293
2461261.500,2461701.500,2026.6023,2027.8070,440.0,88.130,9.388,9.299,13.746
2461261.500,2461711.500,2026.6023,2027.8344,450.0,93.531,9.671,9.585,14.187
2461281.500,2461361.500,2026.6571,2026.8761,80.0,1837.976,42.872,42.852,76.229
2461281.500,2461371.500,2026.6571,2026.9035,90.0,1317.543,36.298,36.275,63.365
2461281.500,2461381.500,2026.6571,2026.9309,100.0,960.729,30.996,30.969,53.072
2461281.500,2461391.500,2026.6571,2026.9582,110.0,708.858,26.624,26.593,44.671
2461281.500,2461401.500,2026.6571,2026.9856,120.0,527.013,22.957,22.921,37.712
2461281.500,2461411.500,2026.6571,2027.0130,130.0,393.425,19.835,19.793,31.882
2461281.500,2461421.500,2026.6571,2027.0404,140.0,293.990,17.146,17.098,26.961
2461281.500,2461431.500,2026.6571,2027.0678,150.0,219.273,14.808,14.752,22.788
2461281.500,2461441.500,2026.6571,2027.0951,160.0,162.785,12.759,12.694,19.242
2461281.500,2461451.500,2026.6571,2027.1225,170.0,119.962,10.953,10.877,16.234
2461281.500,2461461.500,2026.6571,2027.1499,180.0,87.522,9.355,9.267,13.696
2461281.500,2461471.500,2026.6571,2027.1773,190.0,63.062,7.941,7.837,11.574
2461281.500,2461481.500,2026.6571,2027.2047,200.0,44.798,6.693,6.571,9.829
2461281.500,2461491.500,2026.6571,2027.2320,210.0,31.862,5.645,5.434,8.428
2461281.500,2461501.500,2026.6571,2027.2594,220.0,21.875,4.677,4.498,7.345
2461281.500,2461511.500,2026.6571,2027.2868,230.0,15.386,3.923,3.705,6.555
2461281.500,2461521.500,2026.6571,2027.3142,240.0,11.319,3.364,3.109,6.035
2461281.500,2461531.500,2026.6571,2027.3415,250.0,9.214,3.035,2.749,5.756
2461281.500,2461541.500,2026.6571,2027.3689,260.0,8.679,2.946,2.650,5.684
2461281.500,2461551.500,2026.6571,2027.3963,270.0,9.413,3.068,2.785,5.783
2461281.500,2461561.500,2026.6571,2027.4237,280.0,11.170,3.342,3.085,6.015
2461281.500,2461571.500,2026.6571,2027.4511,290.0,13.755,3.709,3.479,6.349
2461281.500,2461581.500,2026.6571,2027.4784,300.0,17.005,4.124,3.918,6.757
2461281.500,2461591.500,2026.6571,2027.5058,310.0,20.791,4.560,4.375,7.216
2461281.500,2461601.500,2026.6571,2027.5332,320.0,25.006,5.001,4.832,7.708
2461281.500,2461611.500,2026.6571,2027.5606,330.0,29.562,5.437,5.283,8.222
2461281.500,2461621.500,2026.6571,2027.5880,340.0,34.386,5.864,5.721,8.748
2461281.500,2461631.500,2026.6571,2027.6153,350.0,39.419,6.278,6.145,9.279
2461281.500,2461641.500,2026.6571,2027.6427,360.0,44.611,6.679,6.554,9.808
2461281.500,2461651.500,2026.6571,2027.6701,370.0,49.921,7.065,6.947,10.334
2461281.500,2461661.500,2026.6571,2027.6975,380.0,55.315,7.437,7.325,10.853
2461281.500,2461671.500,2026.6571,2027.7248,390.0,60.763,7.795,7.688,11.363
2461281.500,2461681.500,2026.6571,2027.7522,400.0,66.244,8.139,8.037,11.862
2461281.500,2461691.500,2026.6571,2027.7796,410.0,71.735,8.470,8.372,12.351
2461281.500,2461701.500,2026.6571,2027.8070,420.0,77.223,8.788,8.693,12.828
2461281.500,2461711.500,2026.6571,2027.8344,430.0,82.691,9.093,9.002,13.293
2461281.500,2461721.500,2026.6571,2027.8617,440.0,88.131,9.388,9.299,13.746
2461281.500,2461731.500,2026.6571,2027.8891,450.0,93.531,9.671,9.585,14.187
2461301.500,2461381.500,2026.7118,2026.9309,80.0,1837.975,42.872,42.852,76.229
2461301.500,2461391.500,2026.7118,2026.9582,90.0,1317.542,36.298,36.275,63.365
2461301.500,2461401.500,2026.7118,2026.9856,100.0,960.728,30.996,30.969,53.072
2461301.500,2461411.500,2026.7118,2027.0130,110.0,708.858,26.624,26.593,44.671
2461301.500,2461421.500,2026.7118,2027.0404,120.0,527.013,22.957,22.921,37.712
2461301.500,2461431.500,2026.7118,2027.0678,130.0,393.425,19.835,19.793,31.882
2461301.500,2461441.500,2026.7118,2027.0951,140.0,293.990,17.146,17.098,26.961
2461301.500,2461451.500,2026.7118,2027.1225,150.0,219.272,14.808,14.752,22.788
2461301.500,2461461.500,2026.7118,2027.1499,160.0,162.785,12.759,12.694,19.242
2461301.500,2461471.500,2026.7118,2027.1773,170.0,119.962,10.953,10.877,16.234
2461301.500,2461481.500,2026.7118,2027.2047,180.0,87.522,9.355,9.266,13.696
2461301.500,2461491.500,2026.7118,2027.2320,190.0,63.070,7.942,7.837,11.574
2461301.500,2461501.500,2026.7118,2027.2594,200.0,44.819,6.695,6.570,9.829
2461301.500,2461511.500,2026.7118,2027.2868,210.0,31.439,5.607,5.456,8.428
2461301.500,2461521.500,2026.7118,2027.3142,220.0,21.896,4.679,4.496,7.345
2461301.500,2461531.500,2026.7118,2027.3415,230.0,15.271,3.908,3.714,6.556
2461301.500,2461541.500,2026.7118,2027.3689,240.0,11.349,3.369,3.106,6.035
2461301.500,2461551.500,2026.7118,2027.3963,250.0,9.224,3.037,2.748,5.756
2461301.500,2461561.500,2026.7118,2027.4237,260.0,8.680,2.946,2.650,5.684
2461301.500,2461571.500,2026.7118,2027.4511,270.0,9.415,3.068,2.785,5.783
2461301.500,2461581.500,2026.7118,2027.4784,280.0,11.171,3.342,3.085,6.015
2461301.500,2461591.500,2026.7118,2027.5058,290.0,13.755,3.709,3.479,6.350
2461301.500,2461601.500,2026.7118,2027.5332,300.0,17.006,4.124,3.918,6.757
2461301.500,2461611.500,2026.7118,2027.5606,310.0,20.791,4.560,4.375,7.216
2461301.500,2461621.500,2026.7118,2027.5880,320.0,25.006,5.001,4.832,7.708
2461301.500,2461631.500,2026.7118,2027.6153,330.0,29.562,5.437,5.283,8.222
2461301.500,2461641.500,2026.7118,2027.6427,340.0,34.387,5.864,5.721,8.748
2461301.500,2461651.500,2026.7118,2027.6701,350.0,39.419,6.278,6.145,9.279
2461301.500,2461661.500,2026.7118,2027.6975,360.0,44.612,6.679,6.554,9.809
2461301.500,2461671.500,2026.7118,2027.7248,370.0,49.922,7.066,6.947,10.334
2461301.500,2461681.500,2026.7118,2027.7522,380.0,55.315,7.437,7.325,10.853
2461301.500,2461691.500,2026.7118,2027.7796,390.0,60.764,7.795,7.688,11.363
2461301.500,2461701.500,2026.7118,2027.8070,400.0,66.244,8.139,8.037,11.863
2461301.500,2461711.500,2026.7118,2027.8344,410.0,71.736,8.470,8.372,12.351
2461301.500,2461721.500,2026.7118,2027.8617,420.0,77.223,8.788,8.693,12.828
2461301.500,2461731.500,2026.7118,2027.8891,430.0,82.692,9.094,9.002,13.293
2461301.500,2461741.500,2026.7118,2027.9165,440.0,88.131,9.388,9.299,13.746
2461301.500,2461751.500,2026.7118,2027.9439,450.0,93.532,9.671,9.585,14.187
2461321.500,2461401.500,2026.7666,2026.9856,80.0,1837.973,42.872,42.852,76.229
2461321.500,2461411.500,2026.7666,2027.0130,90.0,1317.540,36.298,36.275,63.365
2461321.500,2461421.500,2026.7666,2027.0404,100.0,960.727,30.996,30.969,53.072
2461321.500,2461431.500,2026.7666,2027.0678,110.0,708.857,26.624,26.593,44.671
2461321.500,2461441.500,2026.7666,2027.0951,120.0,527.012,22.957,22.921,37.712
2461321.500,2461451.500,2026.7666,2027.1225,130.0,393.424,19.835,19.793,31.882
2461321.500,2461461.500,2026.7666,2027.1499,140.0,293.989,17.146,17.098,26.961
2461321.500,2461471.500,2026.7666,2027.1773,150.0,219.272,14.808,14.752,22.788
2461321.500,2461481.500,2026.7666,2027.2047,160.0,162.785,12.759,12.694,19.242
2461321.500,2461491.500,2026.7666,2027.2320,170.0,119.961,10.953,10.877,16.234
2461321.500,2461501.500,2026.7666,2027.2594,180.0,87.522,9.355,9.266,13.696
2461321.500,2461511.500,2026.7666,2027.2868,190.0,63.068,7.942,7.837,11.574
2461321.500,2461521.500,2026.7666,2027.3142,200.0,44.818,6.695,6.570,9.829
2461321.500,2461531.500,2026.7666,2027.3415,210.0,31.430,5.606,5.457,8.428
2461321.500,2461541.500,2026.7666,2027.3689,220.0,21.887,4.678,4.497,7.345
2461321.500,2461551.500,2026.7666,2027.3963,230.0,15.383,3.922,3.705,6.555
2461321.500,2461561.500,2026.7666,2027.4237,240.0,11.382,3.374,3.103,6.035
2461321.500,2461571.500,2026.7666,2027.4511,250.0,9.251,3.041,2.745,5.756
2461321.500,2461581.500,2026.7666,2027.4784,260.0,8.686,2.947,2.650,5.684
2461321.500,2461591.500,2026.7666,2027.5058,270.0,9.415,3.068,2.785,5.783
2461321.500,2461601.500,2026.7666,2027.5332,280.0,11.173,3.343,3.085,6.015
2461321.500,2461611.500,2026.7666,2027.5606,290.0,13.755,3.709,3.479,6.350
2461321.500,2461621.500,2026.7666,2027.5880,300.0,17.006,4.124,3.918,6.757
2461321.500,2461631.500,2026.7666,2027.6153,310.0,20.791,4.560,4.375,7.216
2461321.500,2461641.500,2026.7666,2027.6427,320.0,25.007,5.001,4.832,7.708
2461321.500,2461651.500,2026.7666,2027.6701,330.0,29.562,5.437,5.283,8.222
2461321.500,2461661.500,2026.7666,2027.6975,340.0,34.387,5.864,5.721,8.748
2461321.500,2461671.500,2026.7666,2027.7248,350.0,39.420,6.279,6.145,9.279
2461321.500,2461681.500,2026.7666,2027.7522,360.0,44.612,6.679,6.554,9.809
2461321.500,2461691.500,2026.7666,2027.7796,370.0,49.922,7.066,6.948,10.334
2461321.500,2461701.500,2026.7666,2027.8070,380.0,55.315,7.437,7.325,10.853
2461321.500,2461711.500,2026.7666,2027.8344,390.0,60.764,7.795,7.688,11.363
2461321.500,2461721.500,2026.7666,2027.8617,400.0,66.244,8.139,8.037,11.863
2461321.500,2461731.500,2026.7666,2027.8891,410.0,71.736,8.470,8.372,12.351
2461321.500,2461741.500,2026.7666,2027.9165,420.0,77.223,8.788,8.693,12.828
2461321.500,2461751.500,2026.7666,2027.9439,430.0,82.692,9.094,9.002,13.293
2461321.500,2461761.500,2026.7666,2027.9713,440.0,88.131,9.388,9.299,13.746
2461321.500,2461771.500,2026.7666,2027.9986,450.0,93.532,9.671,9.585,14.187
2461341.500,2461421.500,2026.8214,2027.0404,80.0,1837.972,42.872,42.852,76.229
2461341.500,2461431.500,2026.8214,2027.0678,90.0,1317.539,36.298,36.275,63.365
2461341.500,2461441.500,2026.8214,2027.0951,100.0,960.726,30.996,30.969,53.072
2461341.500,2461451.500,2026.8214,2027.1225,110.0,708.856,26.624,26.593,44.671
2461341.500,2461461.500,2026.8214,2027.1499,120.0,527.011,22.957,22.921,37.712
2461341.500,2461471.500,2026.8214,2027.1773,130.0,393.423,19.835,19.793,31.882
2461341.500,2461481.500,2026.8214,2027.2047,140.0,293.988,17.146,17.098,26.961
2461341.500,2461491.500,2026.8214,2027.2320,150.0,219.271,14.808,14.752,22.788
2461341.500,2461501.500,2026.8214,2027.2594,160.0,162.784,12.759,12.694,19.242
2461341.500,2461511.500,2026.8214,2027.2868,170.0,119.961,10.953,10.877,16.234
2461341.500,2461521.500,2026.8214,2027.3142,180.0,87.521,9.355,9.266,13.696
2461341.500,2461531.500,2026.8214,2027.3415,190.0,63.067,7.941,7.837,11.574
2461341.500,2461541.500,2026.8214,2027.3689,200.0,44.817,6.695,6.570,9.829
2461341.500,2461551.500,2026.8214,2027.3963,210.0,31.429,5.606,5.457,8.428
2461341.500,2461561.500,2026.8214,2027.4237,220.0,21.881,4.678,4.497,7.345
2461341.500,2461571.500,2026.8214,2027.4511,230.0,15.383,3.922,3.705,6.555
2461341.500,2461581.500,2026.8214,2027.4784,240.0,11.320,3.365,3.109,6.035
2461341.500,2461591.500,2026.8214,2027.5058,250.0,9.215,3.036,2.749,5.756
2461341.500,2461601.500,2026.8214,2027.5332,260.0,8.778,2.963,2.640,5.683
